InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536384,22224,A2DNXSCB3JXGY2,972683275,Comfort After Wash Anti Bacterial Fabric Conditioner,Comfort,60,Home & Kitchen,Detergent & Fabric Care,200,"
New Comfort After Wash Fabric Conditioner 99% Anti Bacterial Action (Green) gives your clothes unbeatable shine and fragrance that detergents alone can't deliver. Comfort is a liquid fabric conditioner which is easy to use with bucket wash as well as machine wash. Even if you wash your clothes with the best detergent, fibres in your clothes get tangled. So your clothes look dull and lifeless in just a few washes.

Comfort untangles the cloth fibre and protects them from the damage caused by detergents. Comfort Fabric conditioner gives your clothes unbeatable softness, new-like shine and all-day freshness. Add just half a cap of Comfort fabric conditioner in the last rinse of washing to give your clothes unbeatable shine and fragrance. Buy Now!

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:53,1395100800,,United Kingdom
536384,21340,A1C71KC23S7YAZ,972683275,Comfort After Wash Anti Bacterial Fabric Conditioner,Comfort,235,Home & Kitchen,Detergent & Fabric Care,860,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:53,1360713600,,United Kingdom
536384,22189,A3JTK3K0PXFFT5,972683275,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,235,Home & Kitchen,Detergent & Fabric Care,860,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Morning Fresh Fabric Conditioner (Blue) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:53,1395532800,,United Kingdom
536384,22427,A2I8T047ZTHHRZ,972683275,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,415,Home & Kitchen,Detergent & Fabric Care,1.6,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Morning Fresh Fabric Conditioner (Blue) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:53,1394064000,,United Kingdom
536384,22428,AP91TRN3KDIRH,972683275,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,58,Home & Kitchen,Detergent & Fabric Care,200,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Morning Fresh Fabric Conditioner (Blue) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,4,12-01-2010 09:53,1296777600,,United Kingdom
536384,22424,A3UYI01GLEYZSP,972683275,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,120,Home & Kitchen,Detergent & Fabric Care,430,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Morning Fresh Fabric Conditioner (Blue) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:53,1361232000,,United Kingdom
536385,22783,AP7LSRPXT3ZL8,972683275,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,480,Home & Kitchen,Detergent & Fabric Care,2,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Morning Fresh Fabric Conditioner (Blue) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:56,1357171200,,United Kingdom
536385,22961,A10MC5C359B1T7,972683275,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,58,Home & Kitchen,Detergent & Fabric Care,200,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Lily Fresh Fabric Conditioner (Pink) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:56,1360195200,,United Kingdom
536385,22960,A1X1DS4OWX7WJK,972683275,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,235,Home & Kitchen,Detergent & Fabric Care,860,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Lily Fresh Fabric Conditioner (Pink) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,3,12-01-2010 09:56,1310688000,,United Kingdom
536385,22663,AP3XMM1077I50,972683275,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,480,Home & Kitchen,Detergent & Fabric Care,2,"Key Features and Benefits- Comfort is an after-wash fabric conditioner.- Only detergent is not enough: comfort is a small step after wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing.- New-like shine: comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.- Long-lasting freshness: now with fragrance pearls for long-lasting freshness.- Visibly soft clothes: leaves clothes feeling soft, smooth and great to wear.- Easy to use: Now its easy-to-use Comfort Pure in both Bucket as well as Machine Wash.How to UseComfort is easy to use with bucket wash as well as machine wash.Bucket Wash1. After detergent wash, add a cap of Comfort in a bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.3. Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.2. For Fully-automatic Machines: TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle. FRONT LOAD: Add 1 cap of Comfort directly in the 'softener dispenser'/'additives/conditioner' compartment at the start of the washing cycle.Hand Wash1. After washing clothes with detergent, in the last rinse, pour one sachet of Comfort into the bucket of water.2. Soak upto 10 washed clothes (coloured or white) in the bucket containing Comfort.3. After 5 minutes, remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort.Machine Wash1. For Semi-automatic Machines: Add 2 sachets of Comfort in the last rinse.2. For Fully-automatic Machines: Add 2 sachets of Comfort in the Fabric Conditioner, Softener or Additive compartment. If your washing machine does not have a slot/compartment for softener, you can directly add Comfort in the last rinse.How to Refill1. Open the pack.2. Pour the liquid into the empty Comfort bottle.3. Close the cap save & the rest for future use.Disclaimer if any- Do not pour directly onto clothes.- Keep out of reach of children.- If contact with eyes occurs, rinse with water.About the BrandWant your clothes to shine like new every day? A small step of Comfort After Wash Lily Fresh Fabric Conditioner (Pink) gives your clothes unbeatable shine, that detergent alone can't deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:56,1385769600,,United Kingdom
536385,85049A,A2QDYDMCPU68U5,972683275,Cookie Man Almond Fingers,Cookie Man,350,Packaged Food,Biscuits & Cookies,250,"Disclaimer If Any- Contain wheat gluten, milk products & tree nuts.Care Instructions- Store in cool and dry place and away from sunlight.",Packaged Food > Biscuits & Cookies,5,12-01-2010 09:56,1385078400,,United Kingdom
536385,22168,A35DGOWXUZYTWS,972683275,Cookie Man Assorted Cookies Tin,Cookie Man,370,Packaged Food,Biscuits & Cookies,300,"Disclaimer If Any- Contain wheat gluten, milk products & tree nuts.Care Instructions- Store in cool and dry place and away from sunlight.",Packaged Food > Biscuits & Cookies,5,12-01-2010 09:56,1306800000,,United Kingdom
536385,22662,A2UWRQFJ9OIM9L,972683275,Cookie Man Brandy Snap Cookies,Cookie Man,90,Packaged Food,Biscuits & Cookies,120,"Disclaimer If Any- Contain wheat gluten, milk products & tree nuts.Care Instructions- Store in a cool and dry place and away from sunlight.",Packaged Food > Biscuits & Cookies,5,12-01-2010 09:56,1352851200,,United Kingdom
536386,84880,A2683OJ85CLWFA,972683275,Cookie Man Brownie Brittle,Cookie Man,250,Packaged Food,Biscuits & Cookies,200,"Disclaimer If Any- Contain wheat gluten, milk products & tree nuts.Care Instructions- Store in cool and dry place and away from sunlight.",Packaged Food > Biscuits & Cookies,5,12-01-2010 09:57,1360454400,,United Kingdom
536386,85099C,A1JOEW6J1H9CXX,972683275,Cookie Man Hand Pound Chocolate Cookies,Cookie Man,49,Packaged Food,Biscuits & Cookies,100,"Disclaimer If Any- Contain wheat gluten, milk products & tree nuts.Care Instructions- Store in a cool and dry place and away from sunlight.",Packaged Food > Biscuits & Cookies,5,12-01-2010 09:57,1342137600,,United Kingdom
536386,85099B,A14C5D25SZWFLX,972683275,Cookie Man Nutty Magic Cookies,Cookie Man,49,Packaged Food,Biscuits & Cookies,100,"Disclaimer If Any- Contain wheat gluten, milk products & tree nuts.Care Instructions- Store in a cool and dry place and away from sunlight. ",Packaged Food > Biscuits & Cookies,5,12-01-2010 09:57,1386633600,,United Kingdom
536387,79321,A361FG8C13FB99,972683275,Crave Eatables Bachubhai's Besan Laddu,Crave Eatables,99,Packaged Food,Sweets,200,"OverviewDelicious besan laddoos made from the best quality gram flour and pure ghee. Relish its traditional flavour on special occasions or whenever you have a sweet craving. It is packed in an attractive box that makes it perfect for gifting.Key Features- 100% natural- No preservatives- Traditional taste- Great for giftingIngredientsBengal gram flour, sugar, edible vegetable oil (palmolein), hydrogenated vegetable oil, cardamomCare Instructions- Keep away from direct sunlight.- Store in a cool, dry and hygienic place.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,5,12-01-2010 09:58,1389052800,,United Kingdom
536387,22780,A1R2514DVWIIMV,972683275,Crave Eatables Bachubhai's Gulab Jamun,Crave Eatables,265,Packaged Food,Sweets,1.25,"OverviewGulab jamun is a hit during festive seasons and special occasions. Enjoy the sweet taste of tradition during your celebrations.Any Other Must-Know InformationTo Reduce Sugar Content: Dilute the syrup adding an equal quantity of water to it. Squeeze the Gulab Jamun slightly and dip it in the diluted syrup for few minutes. Now, it is ready to be served.Care InstructionsConsume the content within 24 hours after opening the pack.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,4,12-01-2010 09:58,1293408000,,United Kingdom
536387,22779,A2E62IBKN9OV3S,972683275,Crave Eatables Bachubhai's Rasgulla,Crave Eatables,250,Packaged Food,Sweets,1.25,"OverviewDelicious rasgullas from the house of Crave Eatables by Bachubhai's. Celebrate every occasion with traditional rasgullas.Any Other Must-Know InformationTo Reduce Sugar Content: Dilute the syrup adding an equal quantity of water to it. Squeeze the Gulab Jamun slightly and dip it in the diluted syrup for few minutes. Now, it is ready to be served.Care InstructionsConsume the content within 24 hours after opening the pack.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,5,12-01-2010 09:58,1377561600,,United Kingdom
536387,22466,A6IZS2U4RFJSY,972683275,Crave Eatables Bachubhai's Soan Papdi,Crave Eatables,135,Packaged Food,Sweets,400,"OverviewCholesterol free soan papdi that is 100% natural, with no preservatives. Enjoy this sweet and delicious soan papdi on every special occasion.Care InstructionsConsume the content within 24 hours after opening the pack.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,4,12-01-2010 09:58,1342483200,,United Kingdom
536387,21731,A2R8ZQ9VJUBTQR,972683275,Cucumber,Cucumber,50,vegetables,groceries,1,vegetableswithproteinsvitaminasandmanyothernutritionalbeverages,fruitsandveggies,5,12-01-2010 09:58,1336694400,,United Kingdom
